frame_id,action,variance0,com_angle0,variance1,com_angle1,mean_angle,mean_amplitude,start_angle,start_amplitude,end_angle,end_amplitude,0,1,2,3
RZ_5037271_3,0,675.1248521275213,20.909935561851512,290.83573162906873,-69.09006443814849,170.10260622541358,28.496826326829364,161.26040901438162,49.972856498717654,-104.9485980780597,15.986365284626787,1,0,1,1
RZ_5037271_4,0,0.03588285416786617,-72.98669182800907,0.00395208460764378,-162.98669182800907,-107.94572904276411,13.799091288973647,-107.18532524507249,14.126018074511569,-108.0347562558248,13.771981605386427,1,0,1,1
RZ_5037271_5,0,0.029143713334953046,-97.50819873639338,0.004015267057203975,-7.50819873639338,-108.30584173326952,13.90573674288527,-108.01998072252375,13.718246739950846,-108.53342622458646,13.94875382079186,1,0,1,1
RZ_5037271_6,0,0.07098043844785479,97.54915832566657,0.008502704409288063,7.5491583256665615,-113.64301101993651,11.329768311234131,-112.8259559583042,11.381481711131533,-114.63591546540471,11.287625765959255,1,1,1,1
RZ_5037271_7,0,0.04739076243666948,95.946701353937,0.00870376817557539,-174.05329864606298,-112.91180705942232,11.766483904306906,-114.40479293949686,11.266874899838834,-112.83097279550125,11.946104556566338,1,1,1,1
RZ_5037271_8,0,0.054097488198188194,-83.92347288768165,0.008666797516097873,-173.92347288768164,-118.59505433045524,9.801288609078334,-117.2234170087746,10.132558221412461,-118.73144616966795,9.705028689964042,1,1,1,1
RZ_5037271_9,0,0.02800230635302412,-94.22053818936594,0.004813066195995327,-4.220538189365931,-119.7789826641136,9.648377637158312,-118.98333793189076,9.648547208204834,-120.60104638274566,9.59667176638178,1,1,1,1
RZ_5037271_10,0,0.10661515897497574,90.24658764361195,0.004377861433187789,-179.75341235638805,-121.99241259541901,9.166585808707874,-124.75483671640775,8.514312199045968,-120.0227828479939,9.580844048826773,1,1,1,1
RZ_5037271_11,0,0.16114924605877515,112.59421899457487,0.006480345777958582,22.59421899457488,-123.25317139372183,9.185405689894116,-120.13454849525677,9.568549166569378,-124.2942601251042,9.217823767762146,1,1,1,1
RZ_5037271_12,0,0.8936519223303999,-174.8338404059087,0.04899901304374794,95.16615959409131,-134.42795695602766,7.732589655030128,-131.9481080932663,7.724833144252628,-149.74424165821372,11.303417393910678,1,1,1,1
RZ_5037271_13,0,553.7791902792848,5.7179525228900046,1.0507773125519562,-84.28204747710998,-172.1322787744023,52.65638930273729,-152.45471977923748,12.207493529358704,-171.28495309355026,85.10634785244262,1,1,1,1
RZ_5037271_14,0,0.8621546717821196,28.874824362716453,0.24319701449239073,118.87482436271645,-171.11922940368748,89.33544989175888,-172.06741456786966,85.80593021276908,-171.13693407196106,88.86597885308211,1,1,1,1
RZ_5037271_15,0,0.22498546885390855,-100.82990231121403,0.00815938828894825,-10.82990231121403,-171.66557946733812,88.53974298120622,-171.0605046112949,88.88454675347391,-171.78824499696591,88.15876124358215,1,1,1,1
RZ_5037271_16,0,0.027591779336218952,-57.8164847352921,0.006058424745413555,32.18351526470791,-173.44793939931608,88.19953254146338,-173.20817139773112,87.87151335716598,-173.49057119530505,88.31420774376186,1,1,0,1
RZ_5037271_17,0,0.029533805033863953,-91.6900186305485,0.015726807211034095,178.30998136945152,-173.52349557100078,88.48817926252927,-173.38867382110703,88.26180360662711,-173.58476282791295,88.71034776292525,1,1,0,1
RZ_5037271_18,0,6.6421345623238865,23.043159935384047,0.0946378016216909,-66.95684006461595,-175.53368985729767,87.49267565953556,-175.21534660481362,88.42185016522458,-177.4167625238325,77.55252992823209,1,1,0,1
RZ_5037271_19,0,320.1917651141316,169.19103003802906,0.43430343488803425,-100.80896996197093,-165.56187016174627,38.13154183160187,-177.45228473907184,75.70855509483987,-149.85043632814774,23.22576607772587,1,1,0,1
RZ_5037271_20,0,1.3665368740918862,-26.91335728949125,0.013297166724440696,63.086642710508755,-159.90596065304584,24.78839027162052,-154.73380946154512,22.55107965526644,-161.8109896019125,25.613581892017802,1,1,0,1
RZ_5037271_21,0,0.013614377070587463,118.8139696995793,0.010618112725330829,-151.1860303004207,-162.48595062364797,25.737216260659153,-161.8109896019125,25.613581892017802,-162.6082679514719,26.01294236264629,1,1,0,1
RZ_5037271_22,0,0.04313743027759262,91.54235410154064,0.008725494892475481,1.5423541015406383,-168.12662857934635,25.2604016288332,-168.92735768832796,25.30634506437255,-167.70575336263255,25.407935411462006,1,1,0,1
RZ_5037271_23,0,0.0538959037371419,95.69916077104864,0.005198504426123151,5.699160771048649,-168.51783013404278,25.273255497082726,-167.7718695570606,25.401564355439483,-169.43512566509546,25.253350618605946,1,1,0,1
RZ_5037271_24,0,0.021539712401374592,-73.76378874997243,0.010313226374135962,-163.76378874997243,-173.93492685401046,25.03900917097581,-173.94980697788785,24.954250828574242,-173.69097649925664,25.117373564017015,1,1,0,1
RZ_5037271_25,0,0.035769589567892626,-70.55529759669423,0.009796247536179352,-160.55529759669423,-174.04245792618147,25.15747386740908,-173.76148374659644,25.12403529828828,-173.3590164641087,25.1640978550012,1,1,0,1
RZ_5037271_26,0,0.07100101210255733,-89.09359341205108,0.0017142532035645708,-179.09359341205106,-176.30133877633173,25.0406775097349,-176.5207303082636,24.96974463438792,-176.24859162856845,25.147604317717764,1,1,0,1
RZ_5037271_27,0,0.046578138253559324,83.56249100205716,0.01487394337909383,-6.437508997942844,-176.33097007441103,25.148867202220384,-176.48717023355212,25.221108788114233,-177.21513475518577,24.602776656295667,1,1,0,1
RZ_5037271_28,0,160.27995013605673,-172.55149382692133,0.24408435373917367,97.44850617307867,60.37613535178721,6.310042358206314,177.42666530097836,24.158082582922184,26.666259973131865,13.42412504236517,1,1,0,1
RZ_5037271_29,0,0.41859021403624436,5.517177931519133,0.03191223494334634,-84.48282206848087,29.079302588625755,11.911556374575222,26.57088993987372,13.267579409433125,30.531612354618424,11.268694880767983,1,1,0,1
RZ_5037271_30,0,0.0347550429237234,98.42142040527055,0.005748508096684826,-171.57857959472943,36.88425242746935,12.155453354468154,36.754040728984606,12.162997839157681,36.91480149865834,12.00097665857569,1,1,1,1
RZ_5037271_31,0,0.04377184920818076,92.13789560263325,0.005340967118350553,-177.86210439736675,36.93031526607356,12.029939661267317,37.56687790900854,12.117869547956856,37.71851254533517,11.978286783726295,1,1,1,1
RZ_5037271_32,0,0.0797896307441908,-53.1645324563425,0.021777757010911974,36.8354675436575,45.10920999199643,13.493490951974938,45.038909439374336,13.5080359547298,42.535622570327355,14.093824033767897,1,1,1,1
RZ_5037271_33,0,67.09360680518458,-133.14976259058906,0.4287264601215422,136.85023740941094,42.95968469707887,35.0592569222946,42.2058651771292,14.897531183195197,44.678358833509975,39.933242471319446,1,1,1,1
RZ_5037271_34,0,0.4250261901315355,59.379563671107654,0.043348218031729224,-30.620436328892353,47.12677925558496,40.08516216989204,47.191242012556856,41.58065715488543,46.91740844599297,39.27414494371625,1,1,1,1
RZ_5037271_35,0,26.67560799324257,-147.20975353765175,0.059810374104363656,-57.209753537651764,47.86495371314201,36.60694403931095,46.95864735015813,39.27510147591923,60.083264556474404,20.484140107501545,1,1,1,1
RZ_5037271_36,0,31.37424866760577,45.93232209597778,0.7547412983806203,135.93232209597778,115.90810010112315,7.493037380807062,65.07321281707853,20.681161985247165,144.84089143271746,5.912402859384696,1,1,1,1
RZ_5037271_37,0,0.18112805798837017,-85.9975054146949,0.007094799154486672,-175.9975054146949,138.90980753319107,6.3079115151758645,143.38285664927542,6.009825918582024,135.41143533502267,6.801391488240582,1,1,1,1
RZ_5037271_38,0,0.08640580615535735,76.39360847321315,0.006965336701786056,166.39360847321313,120.00979986202535,9.310150481250744,122.50474298957116,9.035226100468336,118.35719654857081,9.590676732019993,1,1,1,1
RZ_5037271_39,0,0.06784485220600055,-80.73755551833962,0.005308167401842912,-170.7375555183396,117.79295689215814,9.863593819374145,118.29238316579395,9.505334212072421,117.42887077822729,10.105901808574549,1,1,1,1
RZ_5037271_40,0,0.05128379634037636,-97.77270319139848,0.007760203659623768,-7.7727031913984925,113.31360660081381,11.858225944450327,112.87097473775795,12.00351814988922,113.05701971543311,11.835285816050293,1,0,1,1
RZ_5037271_41,0,0.05208109718010995,88.98238746055233,0.00926257628927789,178.98238746055233,113.86396023428725,11.905224672250151,113.16486242940586,11.757780929303774,114.66706088929075,11.873288801245037,1,0,1,1
